epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,2488.65,1.37724,1.11085,1.49184,0.82382,0.7727,0.8388,0.40006,1.78015,0.97327,1.68893,0.0007505,0.0007505,0.0007505
42,2549.58,1.373,1.11964,1.49766,0.80378,0.76106,0.84048,0.43088,1.67344,0.95852,1.60644,0.000738013,0.000738013,0.000738013
43,2613.48,1.37503,1.10914,1.50227,0.78152,0.83611,0.85946,0.47,1.53986,0.8941,1.51461,0.000725525,0.000725525,0.000725525
44,2683.92,1.37318,1.13308,1.48827,0.81289,0.80547,0.84118,0.4038,1.767,0.9508,1.67405,0.000713038,0.000713038,0.000713038
45,2752.97,1.377,1.08418,1.49705,0.85155,0.82116,0.87219,0.46337,1.57655,0.92642,1.53495,0.00070055,0.00070055,0.00070055
46,2820.89,1.33128,1.05756,1.46986,0.84494,0.84919,0.87451,0.44256,1.62396,0.89882,1.57487,0.000688062,0.000688062,0.000688062
47,2886.06,1.33889,1.03481,1.48446,0.82204,0.77389,0.85776,0.47188,1.52508,0.93935,1.51118,0.000675575,0.000675575,0.000675575
48,2950.7,1.35513,1.06783,1.47447,0.84922,0.79269,0.86499,0.48198,1.53351,0.86454,1.49334,0.000663087,0.000663087,0.000663087
49,3019.16,1.33932,1.03669,1.45568,0.84155,0.77873,0.85216,0.46825,1.52574,0.93174,1.48639,0.0006506,0.0006506,0.0006506
50,3083.89,1.32215,1.03315,1.45345,0.79448,0.8357,0.87635,0.49464,1.48794,0.88129,1.46118,0.000638112,0.000638112,0.000638112
51,3152.52,1.34747,1.05752,1.47279,0.80174,0.78881,0.85679,0.44258,1.61885,0.97586,1.56495,0.000625625,0.000625625,0.000625625
52,3217.45,1.3067,1.04684,1.45192,0.8253,0.77903,0.859,0.49987,1.46526,0.90223,1.45429,0.000613137,0.000613137,0.000613137
53,3286.32,1.30885,1.00966,1.44046,0.82415,0.84224,0.86899,0.48084,1.51809,0.86141,1.49514,0.00060065,0.00060065,0.00060065
54,3351.52,1.33605,1.03986,1.46458,0.83051,0.78837,0.86702,0.44881,1.62347,0.91036,1.56576,0.000588162,0.000588162,0.000588162
55,3416.54,1.28004,1.00301,1.42984,0.80841,0.83524,0.8679,0.48382,1.50612,0.86921,1.48817,0.000575675,0.000575675,0.000575675
56,3481.32,1.28688,0.98533,1.42185,0.79295,0.85653,0.87012,0.48628,1.52647,0.88618,1.48899,0.000563187,0.000563187,0.000563187
57,3546.21,1.30595,0.98523,1.45115,0.83196,0.83289,0.88203,0.4593,1.61946,0.87732,1.56868,0.0005507,0.0005507,0.0005507
58,3612.12,1.29397,0.97171,1.43078,0.80794,0.80973,0.85175,0.45654,1.59934,0.89852,1.55217,0.000538213,0.000538213,0.000538213
59,3677.27,1.29022,0.94817,1.42774,0.83078,0.76371,0.86484,0.4613,1.57453,0.89024,1.53986,0.000525725,0.000525725,0.000525725
60,3742.21,1.29069,0.95958,1.42538,0.82331,0.83999,0.88609,0.47871,1.57637,0.84573,1.51112,0.000513238,0.000513238,0.000513238
61,3806.87,1.30931,0.97627,1.44725,0.8535,0.80414,0.87119,0.49617,1.47423,0.85828,1.45292,0.00050075,0.00050075,0.00050075
62,3871.54,1.31269,0.97157,1.458,0.80292,0.832,0.84724,0.43577,1.67178,0.88912,1.58369,0.000488263,0.000488263,0.000488263
63,3936.17,1.24913,0.945,1.40488,0.83741,0.82581,0.87723,0.4902,1.49862,0.83827,1.48686,0.000475775,0.000475775,0.000475775
64,4001.11,1.26696,0.89246,1.41527,0.82095,0.83385,0.8833,0.4836,1.51101,0.88111,1.49733,0.000463288,0.000463288,0.000463288
65,4065.77,1.25946,0.90709,1.3942,0.79208,0.86537,0.87838,0.49017,1.50684,0.86022,1.49073,0.0004508,0.0004508,0.0004508
66,4130.88,1.26882,0.94065,1.4024,0.84868,0.78925,0.87629,0.47828,1.56751,0.86999,1.53311,0.000438312,0.000438312,0.000438312
67,4196.4,1.24973,0.93762,1.39588,0.82709,0.81691,0.88965,0.50226,1.48655,0.84669,1.47269,0.000425825,0.000425825,0.000425825
68,4265.1,1.20792,0.88885,1.38488,0.83736,0.83068,0.87794,0.44704,1.65736,0.87223,1.59864,0.000413337,0.000413337,0.000413337
69,4329.88,1.23625,0.87586,1.38255,0.81774,0.84199,0.88452,0.49795,1.49491,0.83401,1.47312,0.00040085,0.00040085,0.00040085
70,4394.52,1.24659,0.91485,1.40035,0.74498,0.88895,0.88198,0.5061,1.48782,0.85076,1.47097,0.000388363,0.000388363,0.000388363
71,4462.99,1.22388,0.89559,1.39406,0.8074,0.83107,0.88721,0.5011,1.48508,0.84203,1.46694,0.000375875,0.000375875,0.000375875
72,4527.89,1.21063,0.86727,1.37947,0.86254,0.80856,0.89564,0.5054,1.49219,0.83567,1.4785,0.000363388,0.000363388,0.000363388
73,4592.39,1.22913,0.88444,1.38885,0.84635,0.83549,0.89653,0.5048,1.50448,0.82632,1.47783,0.0003509,0.0003509,0.0003509
74,4657.39,1.22211,0.87567,1.37924,0.82648,0.8338,0.8792,0.48874,1.49692,0.84401,1.48432,0.000338413,0.000338413,0.000338413
75,4721.89,1.22035,0.86642,1.38841,0.79193,0.86485,0.89363,0.51404,1.45717,0.81295,1.45369,0.000325925,0.000325925,0.000325925
76,4790.32,1.2102,0.87196,1.37985,0.81932,0.84189,0.88084,0.48692,1.51823,0.85687,1.51675,0.000313437,0.000313437,0.000313437
77,4855,1.19611,0.84518,1.35782,0.7964,0.87932,0.8919,0.4833,1.54133,0.83192,1.50934,0.00030095,0.00030095,0.00030095
78,4919.7,1.18082,0.86777,1.3534,0.81743,0.86774,0.89014,0.49632,1.50287,0.80706,1.4858,0.000288462,0.000288462,0.000288462
79,4984.18,1.18324,0.84292,1.35294,0.84782,0.81863,0.88986,0.49939,1.49339,0.82375,1.5,0.000275975,0.000275975,0.000275975
80,5048.88,1.17578,0.81745,1.34038,0.80275,0.85977,0.8955,0.51785,1.46449,0.82386,1.47285,0.000263487,0.000263487,0.000263487
81,5117.54,1.16834,0.80537,1.33226,0.84639,0.81944,0.89379,0.50507,1.46885,0.83227,1.46671,0.000251,0.000251,0.000251
82,5182.46,1.17755,0.82412,1.34722,0.78841,0.85834,0.89022,0.51417,1.4577,0.82487,1.46503,0.000238512,0.000238512,0.000238512
83,5247.59,1.15569,0.81053,1.33018,0.81275,0.84777,0.90045,0.51681,1.43005,0.80919,1.4537,0.000226025,0.000226025,0.000226025
84,5313,1.1501,0.78902,1.32379,0.84704,0.81311,0.89353,0.50182,1.48145,0.83284,1.48094,0.000213538,0.000213538,0.000213538
85,5377.81,1.15317,0.79069,1.32804,0.83374,0.83916,0.89967,0.51036,1.44429,0.79303,1.4595,0.00020105,0.00020105,0.00020105
86,5442.76,1.11638,0.74788,1.28644,0.83869,0.81779,0.90358,0.51459,1.45047,0.7914,1.47401,0.000188563,0.000188563,0.000188563
87,5507.26,1.12989,0.77791,1.31229,0.84292,0.82932,0.89466,0.51349,1.44855,0.79331,1.46624,0.000176075,0.000176075,0.000176075
88,5572.13,1.15303,0.76111,1.34734,0.84506,0.82278,0.89117,0.51412,1.4618,0.80549,1.46908,0.000163588,0.000163588,0.000163588
89,5636.35,1.14435,0.82799,1.32876,0.86632,0.81369,0.89971,0.50432,1.47044,0.79629,1.47577,0.0001511,0.0001511,0.0001511
90,5700.75,1.13457,0.73878,1.31448,0.87714,0.80777,0.8884,0.51107,1.4585,0.80491,1.47088,0.000138612,0.000138612,0.000138612
91,5768.66,1.12888,0.75194,1.31717,0.87114,0.81413,0.89883,0.51667,1.47549,0.79595,1.49252,0.000126125,0.000126125,0.000126125
92,5833.5,1.11558,0.74642,1.30595,0.85944,0.83874,0.90801,0.50519,1.48893,0.78703,1.49667,0.000113637,0.000113637,0.000113637
93,5898.03,1.09715,0.75096,1.29894,0.89123,0.81544,0.90485,0.50795,1.49474,0.79353,1.50001,0.00010115,0.00010115,0.00010115
94,5962.84,1.11148,0.74227,1.29531,0.88328,0.81811,0.90124,0.52486,1.43478,0.78136,1.45637,8.86625e-05,8.86625e-05,8.86625e-05
95,6031.19,1.08797,0.73994,1.28945,0.87953,0.80965,0.90159,0.5213,1.44587,0.78728,1.46374,7.6175e-05,7.6175e-05,7.6175e-05
96,6095.72,1.0954,0.71631,1.2881,0.85688,0.84813,0.90003,0.50603,1.48965,0.79878,1.49869,6.36875e-05,6.36875e-05,6.36875e-05
97,6160.42,1.08842,0.71253,1.29508,0.8764,0.82891,0.90222,0.51893,1.4529,0.78914,1.46905,5.12e-05,5.12e-05,5.12e-05
98,6225.1,1.07459,0.74179,1.27167,0.87088,0.8276,0.89979,0.5194,1.45508,0.78451,1.47466,3.87125e-05,3.87125e-05,3.87125e-05
99,6289.84,1.08845,0.70458,1.29083,0.85129,0.84166,0.90197,0.51622,1.45559,0.77955,1.47231,2.6225e-05,2.6225e-05,2.6225e-05
100,6354.62,1.09402,0.72444,1.281,0.87598,0.81464,0.90214,0.51197,1.46104,0.78117,1.47578,1.37375e-05,1.37375e-05,1.37375e-05
